"movieId","numRatings","ratingAvg"
121,264,2.772727272727273
122,147,2.880952380952381
123,837,3.7532855436081243
124,3888,2.8676697530864197
125,2309,3.9692507579038545
126,319,3.498432601880878
127,3518,3.7556850483229107
128,1376,2.312136627906977
129,41,3.2560975609756095
130,75,3.5
131,190,3.163157894736842
132,39,3.1153846153846154
133,194,3.2912371134020617
134,2123,2.773198304286387
135,19,2.6052631578947367
136,36,3.6527777777777777
137,6305,2.9980174464710547
138,102,3.549019607843137
139,226,3.2853982300884956
140,137,3.2846715328467155
141,41,3.073170731707317
142,5073,3.2938103686181748
143,22020,3.5122161671207994
144,41,3.0609756097560976
145,14,2.142857142857143
146,4505,3.4771365149833517
147,11975,3.2507724425887266
148,580,2.9120689655172414
149,4118,3.5829286061194754
150,357,2.8893557422969187
151,1091,3.6943171402383133
152,47777,3.86859786089541
153,12616,3.539037729866836
154,651,3.1044546850998462
155,32867,2.894727234003712
156,3010,3.8019933554817276
157,1276,3.4079153605015673
158,1663,3.5279615153337343
159,2596,2.7846687211093992
160,12625,2.932
161,2366,3.4169484361792053
162,14965,2.6047444036084197
163,23628,3.744201794481124
164,5995,4.009924937447873
165,14321,3.445394874659591
166,4435,3.46358511837655
167,33940,3.4890247495580438
168,650,2.787692307692308
169,79,3.1645569620253164
170,12084,3.084698775239987
171,3358,2.283650982727814
172,7875,3.1975873015873018
173,1427,3.6030133146461107
174,12706,2.7326066425310875
175,14993,2.5382845327819648
176,2124,2.455979284369115
177,4801,3.507602582795251
178,2363,3.854633939906898
179,2314,2.8859118409680207
180,500,3.388
181,1229,2.7506102522375917
182,8400,3.5872619047619048
183,2655,1.9290018832391713
184,697,3.091822094691535
185,614,3.3648208469055376
186,328,3.1036585365853657
187,24618,3.1104273295962304
188,11222,2.891730529317412
189,943,3.451219512195122
190,2498,3.342473979183347
191,336,3.0014880952380953
192,960,3.566145833333333
193,1664,2.676081730769231
194,81,3.0246913580246915
195,7464,2.2340568060021435
196,5937,3.84967155128853
197,3242,3.0894509561998764
198,13628,2.8502714998532435
199,110,3.0681818181818183
200,9143,3.4170950453899156
201,1516,3.783641160949868
202,339,2.836283185840708
203,365,3.0273972602739727
204,389,2.9832904884318765
205,5429,3.1474488856142937
206,8335,2.949130173965207
207,1355,3.5158671586715866
208,1038,3.4783236994219653
209,5414,3.371536756557074
210,27775,2.8520972097209722
211,745,2.835570469798658
212,482,2.8890041493775933
213,579,3.5958549222797926
214,447,2.5782997762863533
215,1872,4.038461538461538
216,942,4.04723991507431
217,5348,3.838911742707554
218,8547,3.2602082602082603
219,1014,2.730276134122288
220,4248,3.2934322033898304
221,633,3.6248025276461298
222,275,2.401818181818182
224,5968,3.5371983914209117
225,23695,3.8695505380882045
226,8581,3.4445868779862487
227,12662,3.2883035855315117
228,43,2.8372093023255816
229,4640,3.06875
230,475,2.6873684210526316
231,2428,3.562808896210873
232,7284,3.5911587040087865
233,32085,2.9524700015583605
234,6150,4.035609756097561
235,3478,3.523720529039678
236,3269,2.679718568369532
237,16419,3.6636518667397526
238,12215,3.3153499795333605
239,6422,3.22454064154469
240,834,3.1690647482014387
241,3178,3.0547514159848963
242,837,2.9097968936678615
243,562,3.0320284697508897
244,1076,3.386617100371747
245,439,2.530751708428246
246,285,2.380701754385965
247,255,2.976470588235294
248,10432,4.042896855828221
249,7681,3.840450462179404
250,3161,3.0256248022777603
251,4950,3.682121212121212
252,892,2.9854260089686098
253,388,3.0502577319587627
254,10074,3.2227020051618025
255,27568,3.4966446604759143
256,629,2.8934817170111287
257,1081,2.287696577243293
258,9890,2.7282103134479274
259,3811,3.412883757543952
260,1710,2.6467836257309942
261,1996,3.0756513026052104
262,54502,4.190671901948552
263,10367,3.628918684286679
264,4217,3.776025610623666
265,395,3.731645569620253
266,159,3.3459119496855347
267,11975,3.9272651356993737
268,16171,3.496258734772123
269,3792,2.878428270042194
270,728,3.3070054945054945
271,600,3.4775
272,1315,3.173764258555133
273,1257,3.3305489260143197
274,7871,3.751746919070004
275,7424,3.135035021551724
276,1181,2.871295512277731
277,1564,2.7247442455242967
278,5459,2.9862612200036636
279,9140,3.42335886214442
280,1157,3.0216076058772687
281,936,3.699786324786325
282,5104,3.725705329153605
283,3936,3.6704776422764227
284,11249,3.420970752955818
285,232,3.0797413793103448
286,36,2.888888888888889
287,86,2.3313953488372094
288,109,2.041284403669725
289,329,3.24468085106383
290,23610,3.230347310461669
291,3192,3.346021303258145
292,4042,3.995299356754082
293,656,2.276676829268293
294,26246,3.414367903680561
295,25804,4.050573554487676
296,851,3.1762632197414806
297,469,2.7974413646055436
298,67310,4.174231169217055
299,266,3.1146616541353382
300,244,3.5040983606557377
301,2626,3.728865194211729
302,20601,3.666690937333139
303,469,3.5277185501066097
304,1564,3.75
305,6945,3.0401727861771057
306,724,3.1988950276243093
307,3429,2.706036745406824
308,7252,4.089561500275786
309,6676,3.9931845416417016
310,5170,3.913249516441006
311,459,3.636165577342048
312,245,2.76734693877551
313,81,2.6604938271604937
314,1325,2.620377358490566
315,1173,3.02387041773231
316,4124,3.8490543161978663
317,11164,2.9020512361160873
318,31799,3.3542249756281644
319,16183,3.1460792189334486
320,63366,4.446990499637029
321,7180,3.7844707520891365
322,319,3.249216300940439
323,922,3.761930585683297
324,2986,3.6972538513060953
326,469,3.6865671641791047
327,1036,2.6462355212355213
328,1333,4.081020255063766
329,7159,2.8063276993993576
330,2427,3.15306963329213
331,26404,3.3296280866535373
332,1536,2.8082682291666665
333,559,3.2853309481216457
334,2085,2.7609112709832133
335,10962,3.3484765553731073
336,1638,3.8192918192918195
337,397,3.2632241813602016
338,295,2.8508474576271188
339,17881,3.75583021083832
340,4652,2.994733447979364
341,23214,3.500344619626088
342,1467,3.3752556237218814
343,400,3.59375
344,11690,3.5099657827202737
345,934,2.6461456102783725
346,38226,2.9823418615601947
347,10312,3.6495830100853373
348,1129,3.429140832595217
349,1542,3.4121271076523993
350,8038,3.700734013436178
351,29571,3.6603090866051198
352,15833,3.4674098402071625
353,3667,3.304745023179711
354,1343,3.2598659717051377
355,16524,3.513586298717018
356,1237,3.1576394502829426
357,9939,2.433494315323473
358,66172,4.029000181345584
359,27699,3.6511065381421712
360,2273,3.249450065992081
361,277,3.292418772563177
362,2101,2.733698238933841
363,4993,3.3380733026236733
364,7629,3.397168698387731
365,643,3.9937791601866253
366,38991,3.779090046420969
367,1825,3.176986301369863
368,2628,2.956240487062405
369,34384,3.1747178920428105
370,17062,3.410737310983472
371,1120,3.3151785714285715
372,14261,2.9555080288899798
373,4313,3.25863667980524
374,8010,3.252059925093633
375,3527,3.7819676779132405
376,4965,2.424773413897281
377,254,3.2716535433070866
378,11294,3.281609704267753
379,41562,3.4932029257494825
380,2342,3.1270281810418448
381,5470,2.723583180987203
382,43159,3.4911490071595725
383,4925,3.404263959390863
384,5419,3.0356154272005904
385,5025,3.195323383084577
386,771,2.976005188067445
387,128,3.5703125
388,357,2.819327731092437
389,701,2.6661911554921542
390,551,3.5544464609800364
391,201,3.487562189054726
392,814,3.4305896805896805
393,427,3.15807962529274
394,275,3.3127272727272725
395,2041,1.8672219500244978
396,132,3.3333333333333335
397,13,3.076923076923077
398,26,2.5
399,92,2.1847826086956523
400,51,3.3823529411764706
401,10,2.25
402,28,2.517857142857143
403,19,3.236842105263158
404,60,2.925
405,13,1.8461538461538463
406,81,3.2962962962962963
407,3554,2.450056274620146
408,66,3.0833333333333335
409,1800,3.145
410,652,3.2384969325153374
411,431,3.023201856148492
412,18618,2.9920775593511655
413,113,2.774336283185841
414,4521,3.568237115682371
415,6105,2.7982800982800984
416,865,2.623699421965318
417,3217,2.8197078023002797
418,1774,2.705467869222097
419,3301,3.516207209936383
420,685,2.705839416058394
421,4542,2.4929546455306033
422,14934,2.7498660774072587
423,1748,3.3083524027459954
424,1412,3.2411473087818696
425,2304,3.008029513888889
426,742,2.7142857142857144
427,882,3.479591836734694
428,3314,3.113458056729028
429,3407,2.5410918696800704
430,4919,3.8195771498272006
431,1483,2.360418071476736
432,252,2.3273809523809526
433,8946,3.695059244355019
434,12819,2.735470785552695
435,1242,2.9239130434782608
436,24940,3.0573376102646352
437,13911,2.5935590539860542
438,1239,2.6073446327683616
439,1835,2.616076294277929
440,1054,2.7120493358633775
441,53,2.5660377358490565
442,19297,3.603979893247655
443,8035,3.685252022401991
444,18307,3.0436171956082374
445,587,3.348381601362862
446,1299,2.4226327944572748
447,1893,2.8864236661384046
448,3752,3.8937899786780386
449,223,2.506726457399103
450,3013,3.5612346498506473
451,684,3.473684210526316
452,2967,3.3597910347152005
453,636,3.063679245283019
454,1204,3.560215946843854
455,931,3.1106337271750806
456,25689,3.4953871306785005
457,8453,2.623447296817698
458,931,3.8415682062298604
459,49581,3.9856900828946573
460,1054,3.161290322580645
461,1103,2.771078875793291
462,913,2.4342825848849947
463,904,3.3456858407079646
464,203,2.6157635467980294
465,410,2.8
466,3149,2.9231502064147348
467,723,3.267634854771784
468,13521,2.914503365135715
469,741,3.3832658569500675
470,7347,3.3182931808901595
471,1279,3.272869429241595
472,463,2.139308855291577
473,11268,3.6641817536386228
474,731,2.8891928864569083
475,1364,2.307184750733138
476,18836,3.7325069016776387
477,9083,3.925300011009578
478,229,3.01528384279476
479,4534,3.5492942214380236
480,277,2.427797833935018
481,1230,2.9207317073170733
482,59715,3.6647408523821485
483,5360,3.3337686567164178
484,2716,3.431701030927835
485,587,3.79045996592845
486,704,2.8004261363636362
487,13577,2.7787434632098402
488,602,2.6802325581395348
489,615,2.6195121951219513
490,532,3.4078947368421053
491,3032,2.7686345646437993
492,3210,3.3552959501557633
493,5457,3.4144218435037565
494,3116,3.652439024390244
495,3699,3.613544201135442
496,12190,3.3614438063986873
497,653,3.450229709035222
498,413,3.2893462469733654
499,14214,3.894188827916139
500,378,2.802910052910053
501,404,2.7636138613861387
502,34392,3.386267155152361
503,1897,3.8313125988402743
504,3642,2.2840472267984624
505,140,3.1
506,1136,2.971830985915493
507,1293,2.5378963650425366
508,1343,3.486224869694713
509,3233,3.510516548097742
510,19489,3.814998204115142
511,17068,3.689946097961097
512,879,2.7428896473265074
513,1665,3.1471471471471473
514,1239,2.9188861985472156
515,572,2.9361888111888113
516,4681,3.4597308267464215
517,10661,3.9050276709501923
518,3431,3.088166715243369
519,3450,3.133768115942029
520,1222,2.694353518821604
521,4812,2.19690357439734
522,14439,3.040168986771937
523,2185,3.3265446224256294
524,1264,3.5537974683544302
525,926,3.650107991360691
526,7630,3.5381389252948887
527,172,3.380813953488372
528,130,3.1807692307692306
529,50054,4.310175010988133
530,913,2.787513691128149
531,10952,3.8507578524470416
532,32,3.109375
533,7459,3.5390803056710016
534,5968,3.057138069705094
535,3865,2.933117723156533
536,4869,3.893407270486753
537,5576,3.77788737446198
538,742,3.2796495956873315
539,3431,3.16146895948703
540,5101,3.7104489315820426
541,28805,3.518416941503211
542,4943,2.7167711915840584
543,30526,4.133705693507174
544,3491,2.8643655113148094
545,12348,3.236354065435698
546,2168,2.9278136531365315
547,50,2.58
548,5554,2.0803925099027727
549,807,2.81908302354399
550,2843,2.913999296517763
551,1450,3.8913793103448278
552,3373,3.0819745034094277
553,20509,3.731849431956702
554,12901,3.2163010619331835
555,15157,3.6974995051791253
556,516,3.0697674418604652
557,15360,3.808365885416667
558,1219,3.975799835931091
560,1428,2.7626050420168067
561,47,2.893617021276596
562,39,3.0641025641025643
563,223,3.468609865470852
564,6197,3.7853800225915766
565,342,3.4283625730994154
566,328,2.3445121951219514
567,687,3.185589519650655
568,150,2.7933333333333334
569,360,3.3402777777777777
570,389,3.577120822622108
571,1673,2.9435146443514646
572,220,3.4727272727272727
573,203,3.6157635467980294
574,35,2.7142857142857144
575,205,3.4365853658536585
576,1390,3.308273381294964
577,2553,2.9939287113200157
578,25,2.48
579,616,2.830357142857143
581,38,2.973684210526316
582,569,3.0764499121265376
583,1883,3.990175252257037
584,131,3.377862595419847
585,251,3.50996015936255
586,27,3.037037037037037
587,9713,2.6621538144754453
588,28348,3.0866551432199802
589,29488,3.443858518719479
590,41842,3.6808708952726925
591,52244,3.9319539085828037
592,44208,3.7284654361201595
593,30,2.0166666666666666
594,46054,3.4023646154514267
595,63299,4.17705650958151
596,17766,3.6104919509174827
597,35138,3.673302407649838
598,12782,3.4996870599280236
599,33900,3.420427728613569
600,135,3.574074074074074
601,3174,4.004725897920605
602,305,3.0
603,113,3.398230088495575
604,340,4.010294117647059
605,601,2.968386023294509
606,6,1.9166666666666667
607,3396,3.2953474676089516
608,1514,2.5729854689564067
609,18,2.5833333333333335
610,43272,4.112359031244223
611,2430,3.0020576131687244
612,7845,3.3797323135755257
613,1767,2.512733446519525
614,1609,2.7169049098819142
615,2430,3.628395061728395
616,163,3.128834355828221
617,637,3.856357927786499
618,7892,3.3762671059300557
619,524,3.6020992366412212
620,360,2.765277777777778
621,714,2.596638655462185
622,35,3.414285714285714
623,330,3.6075757575757574
625,35,3.085714285714286
626,47,2.6702127659574466
627,25,3.26
628,631,2.8787638668779714
629,1833,3.547735951991271
630,11169,3.7585280687617515
631,24,3.1041666666666665
632,223,3.3340807174887894
633,2193,2.7273141814865483
634,342,3.91812865497076
635,336,3.3735119047619047
636,334,2.320359281437126
637,1100,3.6454545454545455
638,35,2.9
639,5791,2.8384562251769987
640,581,3.284853700516351
641,1147,2.922406277244987
642,3136,2.9705038265306123
643,80,2.4625
644,11,1.9545454545454546
645,23,2.217391304347826
646,14,2.142857142857143
647,302,3.6258278145695364
649,7893,3.549410870391486
650,37127,3.388598594015137
651,137,3.7372262773722627
652,1368,3.465643274853801
653,44,2.5454545454545454
654,76,3.0328947368421053
655,14192,3.216847519729425
656,17,2.7941176470588234
657,18,2.2222222222222223
658,1198,2.8923205342237064
659,36,2.513888888888889
660,49,3.0
661,433,3.6986143187066975
662,120,3.025
663,10228,3.314919827923348
664,2792,3.2480300859598854
665,3327,3.3614367297865946
666,322,3.051242236024845
667,1148,3.9647212543554007
668,164,3.4695121951219514
669,1061,2.538171536286522
670,761,4.139947437582129
672,765,4.124836601307189
673,6361,3.6769375884294924
674,27,2.4814814814814814
675,9917,2.7134213976000807
676,3286,2.969872185027389
677,28,2.142857142857143
678,28,2.5535714285714284
680,2677,4.093388121031005
681,97,3.3608247422680413
682,1108,3.5577617328519855
683,334,3.5808383233532934
684,64,3.1953125
685,35,2.6714285714285713
686,21,2.5476190476190474
687,536,3.5345149253731343
689,100,2.995
690,2963,2.5998987512656093
692,82,3.317073170731707
693,1172,3.0554607508532423
694,920,2.3445652173913043
695,27,2.962962962962963
696,2759,3.004349401957231
697,848,3.1845518867924527
698,117,3.175213675213675
699,1142,2.785464098073555
700,148,2.7871621621621623
701,17,2.2058823529411766
702,1245,3.2590361445783134
703,97,3.170103092783505
704,371,3.7547169811320753
705,357,2.8739495798319328
706,1784,2.82987668161435
707,430,3.5081395348837208
708,251,3.135458167330677
709,4627,3.0714285714285716
710,15263,3.4050317761907882
711,2597,3.28552175587216
712,1249,2.741393114491593
713,2120,2.654009433962264
714,181,3.5082872928176796
715,135,3.462962962962963
716,3307,3.9047475052918053
717,614,3.5627035830618894
718,301,2.953488372093023
719,90,3.2222222222222223
720,903,3.4335548172757475
721,7664,2.969206680584551
722,8171,4.109472524782769
723,18,3.0
724,353,3.6161473087818696
725,33,3.0606060606060606
726,8538,3.069688451628016
727,1563,2.8055022392834292
728,536,3.1417910447761193
729,25,3.18
730,3545,3.816361071932299
731,103,3.4029126213592233
732,70,3.057142857142857
733,854,2.9262295081967213
734,234,2.8055555555555554
735,31353,3.679536248524862
736,59,2.5847457627118646
737,1122,3.5062388591800357
738,32446,3.196249152437897
739,4519,2.1223722062403185
740,24,3.125
741,12,2.0416666666666665
743,7072,3.9446408371040724
744,1859,2.735341581495428
745,6112,2.738138089005236
746,37,2.972972972972973
747,12073,4.167315497390872
748,312,3.7756410256410255
749,1084,2.3325645756457565
750,5279,3.170960409168403
751,42,2.7142857142857144
752,23220,4.247286821705426
753,156,3.5224358974358974
754,41,2.8292682926829267
755,520,3.294230769230769
756,361,2.919667590027701
757,152,3.3782894736842106
758,113,3.1814159292035398
759,216,3.6550925925925926
760,25,2.96
761,376,3.859042553191489
762,895,3.6625698324022347
763,3711,2.8226893020749126
764,9526,2.4097207642242284
765,55,3.0272727272727273
766,579,3.3678756476683938
767,4812,3.0472776392352454
768,1801,3.453081621321488
769,304,3.5427631578947367
770,34,3.0
771,137,3.5693430656934306
772,27,2.5555555555555554
773,155,3.361290322580645
774,34,2.8970588235294117
775,36,3.2916666666666665
776,35,2.6714285714285713
777,138,2.9057971014492754
778,47,2.893617021276596
779,29,2.8448275862068964
780,23589,4.0112340497689605
781,520,2.8471153846153845
782,47048,3.370961571161367
783,1988,3.425301810865191
784,2748,2.8773653566229984
785,10389,3.2548368466647415
786,14379,2.7027609708602824
787,10746,3.285222408337986
788,16135,3.148218159281066
789,89,3.758426966292135
790,18799,2.8827065269429224
791,47,3.0319148936170213
792,105,3.5095238095238095
793,113,3.6150442477876106
794,48,2.9791666666666665
795,118,3.2288135593220337
796,102,3.3676470588235294
797,106,3.202830188679245
798,42,2.9404761904761907
799,114,3.3640350877192984
800,3056,2.8239528795811517
801,6151,3.3724597626402213
802,7196,4.074902723735408
803,1630,3.0180981595092025
804,12539,3.4905096100167476
805,587,3.5715502555366268
806,2236,3.084078711985689
807,11684,3.702798699075659
808,563,3.1598579040852575
809,208,3.2548076923076925
810,820,3.225
811,1387,2.873467916366258
812,1882,1.827577045696068
814,35,2.414285714285714
815,453,2.760485651214128
816,11,3.1363636363636362
817,28,2.017857142857143
818,73,3.2054794520547945
820,2847,2.625922023182297
821,57,3.43859649122807
822,60,2.783333333333333
823,47,2.9893617021276597
824,35,3.2
825,96,3.3125
826,401,3.8129675810473818
827,21,2.6666666666666665
828,24,2.25
829,160,3.134375
830,1498,3.1688918558077437
831,1821,2.6765513454146075
832,6585,3.0903568716780563
833,221,3.5316742081447963
834,14347,3.4579354568899423
835,1427,2.725998598458304
836,203,2.645320197044335
837,947,3.1768743400211195
838,4860,2.907716049382716
839,5294,3.430676237249717
840,7938,3.7961073318216174
841,3984,2.7321787148594376
842,667,2.7023988005997
843,459,3.6884531590413943
844,2014,2.7668818272095335
845,58,3.3275862068965516
846,169,3.742603550295858
847,72,3.4166666666666665
848,405,3.493827160493827
849,114,2.8464912280701755
850,2062,3.6697381183317166
851,8026,2.732805880887117
852,255,3.5313725490196077
853,1617,3.50278293135436
854,10547,3.188299990518631
855,112,3.28125
856,210,3.6880952380952383
857,35,2.8142857142857145
858,58,3.3879310344827585
859,45,3.2555555555555555
860,41355,4.364732196832306
861,15,2.3333333333333335
862,362,3.527624309392265
863,2527,3.4509299564701226
864,362,3.611878453038674
866,85,3.3058823529411763
867,100,3.31
868,6230,3.7325040128410913
869,335,2.3492537313432837
870,87,3.1436781609195403
871,568,3.0950704225352115
872,465,2.2440860215053764
873,60,3.225
874,61,3.4754098360655736
875,41,2.9634146341463414
876,73,3.0753424657534247
877,524,3.4236641221374047
878,300,2.675
879,167,3.2005988023952097
880,28,2.7857142857142856
881,2200,2.8238636363636362
882,5420,2.477859778597786
883,1107,2.848238482384824
884,820,3.002439024390244
886,54,3.314814814814815
887,633,2.665086887835703
888,1658,3.08021712907117
889,37,2.8783783783783785
890,720,2.3090277777777777
891,119,3.403361344537815
892,29,2.9827586206896552
893,1988,2.5925553319919517
894,1370,3.728102189781022
895,584,3.6618150684931505
896,28,2.625
897,61,2.959016393442623
898,490,3.6816326530612247
899,885,3.657062146892655
900,6583,4.171426401336777
901,10219,4.0808787552598105
902,3033,3.8067919551599076
903,1546,3.617723156532988
904,9499,3.853563533003474
905,14094,4.148006243791684
906,17449,4.271333600779414
907,4184,4.170052581261951
908,2057,4.034030140982012
909,898,3.930400890868597
910,15627,4.233538107122288
911,5125,4.046146341463414
912,10922,4.082677165354331
913,4062,4.069916297390448
914,24349,4.258326830670664
915,12144,4.187211791831357
916,9707,3.911249613680849
917,5029,3.9075362895207797
918,5961,4.081865458815635
919,1118,3.6118067978533093
920,1820,3.737912087912088
921,23445,3.9816805288974195
922,14396,3.8218602389552654
923,2442,3.786036036036036
924,6525,4.256934865900383
925,17774,4.1304433442106445
926,25253,3.9557478319407595
927,94,3.5106382978723403
928,4826,4.2041027766266055
929,880,3.9613636363636364
930,4652,4.1159716251074805
931,942,3.8556263269639066
932,4932,4.1977899432279
933,2268,3.9144620811287476
934,2122,3.8268143261074457
935,4699,4.02915513939136
936,3970,3.4639798488664986
937,628,3.7643312101910826
938,1410,4.010283687943263
939,493,3.6795131845841786
940,1724,3.6116589327146174
941,103,3.3009708737864076
942,3876,3.895639834881321
943,955,3.580104712041885
944,2641,4.111321469140477
945,1710,3.809356725146199
946,1084,3.822878228782288
947,2120,4.058018867924528
948,1391,3.962257368799425
949,1739,4.068142610695802
950,1683,3.7430184194890077
951,2157,3.9235048678720443
952,3358,4.184187016081
953,3902,4.1529984623270115
954,2482,3.485294117647059
955,14084,4.064292814541323
956,5712,4.03265056022409
957,4427,4.061102326632031
958,363,3.484848484848485
959,234,3.232905982905983
960,94,3.1648936170212765
961,393,3.71882951653944
962,164,3.5091463414634148
963,252,3.359126984126984
964,105,3.3904761904761904
965,544,3.567095588235294
966,341,3.410557184750733
967,3624,4.003311258278146
968,124,3.5080645161290325
969,156,2.7884615384615383
970,8029,3.6338273757628596
971,10526,4.101558046741403
972,389,3.5359897172236505
973,2874,3.9485038274182322
974,117,3.1452991452991452
975,942,3.8535031847133756
976,136,3.4044117647058822
977,24,2.8958333333333335
978,437,3.534324942791762
979,10,2.0
981,41,3.158536585365854
982,117,3.051282051282051
983,211,2.6208530805687205
984,588,3.6573129251700682
985,20,2.65
986,238,2.7058823529411766
987,58,3.396551724137931
988,2780,3.525539568345324
989,281,3.202846975088968
990,532,3.357142857142857
991,72,3.4097222222222223
992,909,2.732673267326733
993,2500,3.557
994,262,2.7118320610687023
995,239,3.49581589958159
996,5299,4.012172107944895
998,3276,2.997863247863248
999,222,3.574324324324324
1000,791,3.2003792667509483
1001,3142,3.2889879057924887
1002,203,3.105911330049261
1003,35,2.7
1004,145,3.5310344827586206
1005,1615,3.139628482972136
1006,1569,2.6892925430210326
1007,2022,2.4515331355093966
1008,1512,3.2414021164021163
1009,1808,2.9375
1010,788,3.3274111675126905
1011,2604,3.137672811059908
1012,2559,3.074443141852286
1013,1543,2.743357096565133
1014,3427,3.5612780857893203
1015,4344,3.4163213627992635
1016,1602,3.368289637952559
1017,3501,3.2564981433876037
1018,1460,3.122945205479452
1019,3254,3.5099877074370007
1020,1216,3.0760690789473686
1021,6215,3.5478680611423976
1022,6597,3.237683795664696
1023,3503,2.831572937482158
1024,8954,3.5804109895018987
1025,3234,3.7595856524427953
1026,1085,3.1838709677419357
1027,5428,3.5565585851142227
1028,119,3.19327731092437
1029,7695,3.276413255360624
1030,14096,3.7324063564131666
1031,8951,3.493240978661602
1032,3234,3.083642547928262
1033,4227,3.329548142890939
1034,7842,3.6301326192297885
1035,3982,3.4280512305374184
1036,1502,3.5392809587217045
1037,14049,3.8044344793223717
1038,30399,3.9338465081088194
1039,7006,2.734656009135027
1040,233,3.227467811158798
1041,57,3.0
1042,152,3.3914473684210527
1043,5625,4.058044444444445
1044,8327,3.4500420319442777
1045,1211,3.0189925681255163
1046,506,3.3349802371541504
1047,46,3.141304347826087
1048,1287,3.985625485625486
1049,8522,3.43311429241962
1051,5039,3.405139908712046
1052,1737,3.768566493955095
1053,1352,3.5710059171597632
1054,48,3.375
1055,212,3.035377358490566
1056,785,3.4942675159235668
1057,330,2.721212121212121
1058,723,3.4612724757952975
1059,3308,3.442261185006046
1060,135,3.2962962962962963
1061,10195,3.5838155958803335
1062,9846,3.8583180987202925
1063,8740,3.635869565217391
1064,66,3.0606060606060606
1065,155,3.3548387096774195
1066,2954,3.068381855111713
1067,16,2.96875
1068,1415,3.988339222614841
1069,142,3.4295774647887325
1070,333,3.66966966966967
1071,764,3.949607329842932
1072,57,3.0701754385964914
1073,57,3.280701754385965
1075,28335,3.7099347097229574
1077,126,3.4603174603174605
1078,428,3.828271028037383
1079,6853,3.8677951262220924
1080,3590,3.7402506963788302
1081,19674,3.849623869065772
1082,20557,3.9811256506299557
1083,3925,3.5154140127388533
1084,1848,3.642857142857143
1085,1543,3.4607906675307842
1086,9533,3.886447078569181
1087,1285,3.6614785992217898
1088,5581,4.043809353162516
1089,276,3.403985507246377
1090,11013,3.209207300463089
1091,27635,4.089361317170255
1092,15808,3.919977226720648
1093,5148,2.776126651126651
1094,10998,3.341334788143299
1095,7681,3.3542507486004425
1096,12348,3.6575153871072237
